-	mm.	-	none	-	-	-	-	abbr	-
-	mon.	-	none	-	-	-	-	abbr	-
-	mrd.	-	none	-	-	-	-	abbr	-
-	n.	-	none	-	-	-	-	abbr	-
-	nk.	-	none	-	-	-	-	abbr	-
-	ns.	-	none	-	-	-	-	abbr	-
-	nyk.	-	none	-	-	-	-	abbr	-
-	o.s.	-	none	-	-	-	-	abbr	-
-	oik.	-	none	-	-	-	-	abbr	-
-	os.	-	none	-	-	-	-	abbr	-
-	p.	-	none	-	-	-	-	abbr	-
-	paal.	-	none	-	-	-	-	abbr	-
-	pp.	-	none	-	-	-	-	abbr	-
-	ps.	-	none	-	-	-	-	abbr	-
-	päätoim.	-	none	-	-	-	-	abbr	-
-	ransk.	-	none	-	-	-	-	abbr	-
-	room.	-	none	-	-	-	-	abbr	-
-	ruots.	-	none	-	-	-	-	abbr	-
-	s.	-	none	-	-	-	-	abbr	-
-	saks.	-	none	-	-	-	-	abbr	-
-	san.	-	none	-	-	-	-	abbr	-
-	so.	-	none	-	-	-	-	abbr	-
-	sov.	-	none	-	-	-	-	abbr	-
-	suom.	-	none	-	-	-	-	abbr	-
-	säv.	-	none	-	-	-	-	abbr	-
-	taloust.	-	none	-	-	-	-	abbr	-
-	tekn.	-	none	-	-	-	-	abbr	-
-	teol.	-	none	-	-	-	-	abbr	-
-	terv.	-	none	-	-	-	-	abbr	-
-	tms.	-	none	-	-	-	-	abbr	-
-	toht.	-	none	-	-	-	-	abbr	-
-	toim.	-	none	-	-	-	-	abbr	-
-	torj.	-	none	-	-	-	-	abbr	-
-	trad.	-	none	-	-	-	-	abbr	-
-	ts.	-	none	-	-	-	-	abbr	-
-	v.	-	none	-	-	-	-	abbr	-
-	valt.	-	none	-	-	-	-	abbr	-
-	ven.	-	none	-	-	-	-	abbr	-
-	vietn.	-	none	-	-	-	-	abbr	-
-	vihr.	-	none	-	-	-	-	abbr	-
-	vol.	-	none	-	-	-	-	abbr	-
-	vrt.	-	none	-	-	-	-	abbr	-
-	vs.	-	none	-	-	-	-	abbr	-
-	vt.	-	none	-	-	-	-	abbr	-
-	yks.	-	none	-	-	-	-	abbr	-
-	ym.	-	none	-	-	-	-	abbr	-
-	yms.	-	none	-	-	-	-	abbr	-
-	yo.	-	none	-	-	-	-	abbr	-
-	yst.	-	none	-	-	-	-	abbr	-
-	yst.terv.	-	none	-	-	-	-	abbr	-
-	Co.	-	noun	XX	-	-	-	abbr|foreign	-
-	Inc.	-	noun	XX	-	-	-	abbr|foreign	-
-	Ltd.	-	noun	XX	-	-	-	abbr|foreign	-
-	Tl.	-	noun	XX	-	-	-	abbr|dated	-
-	U.S.	-	noun	!	-	-	-	abbr|foreign	-
-	pj.	-	noun	!	-	-	-	abbr	-
-	tj.	-	noun	!	-	-	-	abbr	-
